"variable","field","suffix","fieldid","instance","index","category"
"frequency_of_other_exercises_in_last_4_weeks_f3637_2_0","frequency_of_other_exercises_in_last_4_weeks","3637_2_0","3637","2","0","Physical Activity"
"frequency_of_other_exercises_in_last_4_weeks_f3637_3_0","frequency_of_other_exercises_in_last_4_weeks","3637_3_0","3637","3","0","Physical Activity"
"duration_of_other_exercises_f3647_0_0","duration_of_other_exercises","3647_0_0","3647","0","0","Physical Activity"
"duration_of_other_exercises_f3647_1_0","duration_of_other_exercises","3647_1_0","3647","1","0","Physical Activity"
"duration_of_other_exercises_f3647_2_0","duration_of_other_exercises","3647_2_0","3647","2","0","Physical Activity"
"duration_of_other_exercises_f3647_3_0","duration_of_other_exercises","3647_3_0","3647","3","0","Physical Activity"
"age_when_last_ate_meat_f3680_0_0","age_when_last_ate_meat","3680_0_0","3680","0","0","Nutrition"
"age_when_last_ate_meat_f3680_1_0","age_when_last_ate_meat","3680_1_0","3680","1","0","Nutrition"
"age_when_last_ate_meat_f3680_2_0","age_when_last_ate_meat","3680_2_0","3680","2","0","Nutrition"
"age_when_last_ate_meat_f3680_3_0","age_when_last_ate_meat","3680_3_0","3680","3","0","Nutrition"
"former_alcohol_drinker_f3731_0_0","former_alcohol_drinker","3731_0_0","3731","0","0","Alcohol"
"former_alcohol_drinker_f3731_1_0","former_alcohol_drinker","3731_1_0","3731","1","0","Alcohol"
"former_alcohol_drinker_f3731_2_0","former_alcohol_drinker","3731_2_0","3731","2","0","Alcohol"
"former_alcohol_drinker_f3731_3_0","former_alcohol_drinker","3731_3_0","3731","3","0","Alcohol"
"chest_pain_or_discomfort_when_walking_uphill_or_hurrying_f3751_0_0","chest_pain_or_discomfort_when_walking_uphill_or_hurrying","3751_0_0","3751","0","0","Medical"
"chest_pain_or_discomfort_when_walking_uphill_or_hurrying_f3751_1_0","chest_pain_or_discomfort_when_walking_uphill_or_hurrying","3751_1_0","3751","1","0","Medical"
"chest_pain_or_discomfort_when_walking_uphill_or_hurrying_f3751_2_0","chest_pain_or_discomfort_when_walking_uphill_or_hurrying","3751_2_0","3751","2","0","Medical"
"chest_pain_or_discomfort_when_walking_uphill_or_hurrying_f3751_3_0","chest_pain_or_discomfort_when_walking_uphill_or_hurrying","3751_3_0","3751","3","0","Medical"
"knee_pain_for_3_months_f3773_0_0","knee_pain_for_3_months","3773_0_0","3773","0","0","Medical"
"knee_pain_for_3_months_f3773_1_0","knee_pain_for_3_months","3773_1_0","3773","1","0","Medical"
"knee_pain_for_3_months_f3773_2_0","knee_pain_for_3_months","3773_2_0","3773","2","0","Medical"
"knee_pain_for_3_months_f3773_3_0","knee_pain_for_3_months","3773_3_0","3773","3","0","Medical"
"reason_former_drinker_stopped_drinking_alcohol_f3859_0_0","reason_former_drinker_stopped_drinking_alcohol","3859_0_0","3859","0","0","Alcohol"
"reason_former_drinker_stopped_drinking_alcohol_f3859_1_0","reason_former_drinker_stopped_drinking_alcohol","3859_1_0","3859","1","0","Alcohol"
"reason_former_drinker_stopped_drinking_alcohol_f3859_2_0","reason_former_drinker_stopped_drinking_alcohol","3859_2_0","3859","2","0","Alcohol"
"reason_former_drinker_stopped_drinking_alcohol_f3859_3_0","reason_former_drinker_stopped_drinking_alcohol","3859_3_0","3859","3","0","Alcohol"
"average_monthly_red_wine_intake_f4407_0_0","average_monthly_red_wine_intake","4407_0_0","4407","0","0","Alcohol"
"average_monthly_red_wine_intake_f4407_1_0","average_monthly_red_wine_intake","4407_1_0","4407","1","0","Alcohol"
"average_monthly_red_wine_intake_f4407_2_0","average_monthly_red_wine_intake","4407_2_0","4407","2","0","Alcohol"
"average_monthly_red_wine_intake_f4407_3_0","average_monthly_red_wine_intake","4407_3_0","4407","3","0","Alcohol"
"average_monthly_champagne_plus_white_wine_intake_f4418_0_0","average_monthly_champagne_plus_white_wine_intake","4418_0_0","4418","0","0","Alcohol"
"average_monthly_champagne_plus_white_wine_intake_f4418_1_0","average_monthly_champagne_plus_white_wine_intake","4418_1_0","4418","1","0","Alcohol"
"average_monthly_champagne_plus_white_wine_intake_f4418_2_0","average_monthly_champagne_plus_white_wine_intake","4418_2_0","4418","2","0","Alcohol"
"average_monthly_champagne_plus_white_wine_intake_f4418_3_0","average_monthly_champagne_plus_white_wine_intake","4418_3_0","4418","3","0","Alcohol"
"average_monthly_beer_plus_cider_intake_f4429_0_0","average_monthly_beer_plus_cider_intake","4429_0_0","4429","0","0","Alcohol"
"average_monthly_beer_plus_cider_intake_f4429_1_0","average_monthly_beer_plus_cider_intake","4429_1_0","4429","1","0","Alcohol"
"average_monthly_beer_plus_cider_intake_f4429_2_0","average_monthly_beer_plus_cider_intake","4429_2_0","4429","2","0","Alcohol"
"average_monthly_beer_plus_cider_intake_f4429_3_0","average_monthly_beer_plus_cider_intake","4429_3_0","4429","3","0","Alcohol"
"average_monthly_spirits_intake_f4440_0_0","average_monthly_spirits_intake","4440_0_0","4440","0","0","Alcohol"
"average_monthly_spirits_intake_f4440_1_0","average_monthly_spirits_intake","4440_1_0","4440","1","0","Alcohol"
"average_monthly_spirits_intake_f4440_2_0","average_monthly_spirits_intake","4440_2_0","4440","2","0","Alcohol"
"average_monthly_spirits_intake_f4440_3_0","average_monthly_spirits_intake","4440_3_0","4440","3","0","Alcohol"
"average_monthly_fortified_wine_intake_f4451_0_0","average_monthly_fortified_wine_intake","4451_0_0","4451","0","0","Alcohol"
"average_monthly_fortified_wine_intake_f4451_1_0","average_monthly_fortified_wine_intake","4451_1_0","4451","1","0","Alcohol"
"average_monthly_fortified_wine_intake_f4451_2_0","average_monthly_fortified_wine_intake","4451_2_0","4451","2","0","Alcohol"
"average_monthly_fortified_wine_intake_f4451_3_0","average_monthly_fortified_wine_intake","4451_3_0","4451","3","0","Alcohol"
"average_monthly_intake_of_other_alcoholic_drinks_f4462_0_0","average_monthly_intake_of_other_alcoholic_drinks","4462_0_0","4462","0","0","Alcohol"
"average_monthly_intake_of_other_alcoholic_drinks_f4462_1_0","average_monthly_intake_of_other_alcoholic_drinks","4462_1_0","4462","1","0","Alcohol"
"average_monthly_intake_of_other_alcoholic_drinks_f4462_2_0","average_monthly_intake_of_other_alcoholic_drinks","4462_2_0","4462","2","0","Alcohol"
"average_monthly_intake_of_other_alcoholic_drinks_f4462_3_0","average_monthly_intake_of_other_alcoholic_drinks","4462_3_0","4462","3","0","Alcohol"
"ever_depressed_for_a_whole_week_f4598_0_0","ever_depressed_for_a_whole_week","4598_0_0","4598","0","0","Psychological"
"ever_depressed_for_a_whole_week_f4598_1_0","ever_depressed_for_a_whole_week","4598_1_0","4598","1","0","Psychological"
"ever_depressed_for_a_whole_week_f4598_2_0","ever_depressed_for_a_whole_week","4598_2_0","4598","2","0","Psychological"
"ever_depressed_for_a_whole_week_f4598_3_0","ever_depressed_for_a_whole_week","4598_3_0","4598","3","0","Psychological"
"longest_period_of_depression_f4609_0_0","longest_period_of_depression","4609_0_0","4609","0","0","Psychological"
"longest_period_of_depression_f4609_1_0","longest_period_of_depression","4609_1_0","4609","1","0","Psychological"
"longest_period_of_depression_f4609_2_0","longest_period_of_depression","4609_2_0","4609","2","0","Psychological"
"longest_period_of_depression_f4609_3_0","longest_period_of_depression","4609_3_0","4609","3","0","Psychological"
"number_of_depression_episodes_f4620_0_0","number_of_depression_episodes","4620_0_0","4620","0","0","Psychological"
"number_of_depression_episodes_f4620_1_0","number_of_depression_episodes","4620_1_0","4620","1","0","Psychological"
"number_of_depression_episodes_f4620_2_0","number_of_depression_episodes","4620_2_0","4620","2","0","Psychological"
"number_of_depression_episodes_f4620_3_0","number_of_depression_episodes","4620_3_0","4620","3","0","Psychological"
"ever_unenthusiasticdisinterested_for_a_whole_week_f4631_0_0","ever_unenthusiasticdisinterested_for_a_whole_week","4631_0_0","4631","0","0","Psychological"
"ever_unenthusiasticdisinterested_for_a_whole_week_f4631_1_0","ever_unenthusiasticdisinterested_for_a_whole_week","4631_1_0","4631","1","0","Psychological"
"ever_unenthusiasticdisinterested_for_a_whole_week_f4631_2_0","ever_unenthusiasticdisinterested_for_a_whole_week","4631_2_0","4631","2","0","Psychological"
"ever_unenthusiasticdisinterested_for_a_whole_week_f4631_3_0","ever_unenthusiasticdisinterested_for_a_whole_week","4631_3_0","4631","3","0","Psychological"
"ever_manichyper_for_2_days_f4642_0_0","ever_manichyper_for_2_days","4642_0_0","4642","0","0","Psychological"
"ever_manichyper_for_2_days_f4642_1_0","ever_manichyper_for_2_days","4642_1_0","4642","1","0","Psychological"
"ever_manichyper_for_2_days_f4642_2_0","ever_manichyper_for_2_days","4642_2_0","4642","2","0","Psychological"
"ever_manichyper_for_2_days_f4642_3_0","ever_manichyper_for_2_days","4642_3_0","4642","3","0","Psychological"
"ever_highly_irritableargumentative_for_2_days_f4653_0_0","ever_highly_irritableargumentative_for_2_days","4653_0_0","4653","0","0","Psychological"
"ever_highly_irritableargumentative_for_2_days_f4653_1_0","ever_highly_irritableargumentative_for_2_days","4653_1_0","4653","1","0","Psychological"
"ever_highly_irritableargumentative_for_2_days_f4653_2_0","ever_highly_irritableargumentative_for_2_days","4653_2_0","4653","2","0","Psychological"
"ever_highly_irritableargumentative_for_2_days_f4653_3_0","ever_highly_irritableargumentative_for_2_days","4653_3_0","4653","3","0","Psychological"
"shortness_of_breath_walking_on_level_ground_f4717_0_0","shortness_of_breath_walking_on_level_ground","4717_0_0","4717","0","0","Medical"
"shortness_of_breath_walking_on_level_ground_f4717_1_0","shortness_of_breath_walking_on_level_ground","4717_1_0","4717","1","0","Medical"
"shortness_of_breath_walking_on_level_ground_f4717_2_0","shortness_of_breath_walking_on_level_ground","4717_2_0","4717","2","0","Medical"
"shortness_of_breath_walking_on_level_ground_f4717_3_0","shortness_of_breath_walking_on_level_ground","4717_3_0","4717","3","0","Medical"
"leg_pain_on_walking_f4728_0_0","leg_pain_on_walking","4728_0_0","4728","0","0","Medical"
"leg_pain_on_walking_f4728_1_0","leg_pain_on_walking","4728_1_0","4728","1","0","Medical"
"leg_pain_on_walking_f4728_2_0","leg_pain_on_walking","4728_2_0","4728","2","0","Medical"
"leg_pain_on_walking_f4728_3_0","leg_pain_on_walking","4728_3_0","4728","3","0","Medical"
"average_weekly_intake_of_other_alcoholic_drinks_f5364_0_0","average_weekly_intake_of_other_alcoholic_drinks","5364_0_0","5364","0","0","Alcohol"
"average_weekly_intake_of_other_alcoholic_drinks_f5364_1_0","average_weekly_intake_of_other_alcoholic_drinks","5364_1_0","5364","1","0","Alcohol"
"average_weekly_intake_of_other_alcoholic_drinks_f5364_2_0","average_weekly_intake_of_other_alcoholic_drinks","5364_2_0","5364","2","0","Alcohol"
"average_weekly_intake_of_other_alcoholic_drinks_f5364_3_0","average_weekly_intake_of_other_alcoholic_drinks","5364_3_0","5364","3","0","Alcohol"
"longest_period_of_unenthusiasm_disinterest_f5375_0_0","longest_period_of_unenthusiasm_disinterest","5375_0_0","5375","0","0","Psychological"
"longest_period_of_unenthusiasm_disinterest_f5375_1_0","longest_period_of_unenthusiasm_disinterest","5375_1_0","5375","1","0","Psychological"
"longest_period_of_unenthusiasm_disinterest_f5375_2_0","longest_period_of_unenthusiasm_disinterest","5375_2_0","5375","2","0","Psychological"
"longest_period_of_unenthusiasm_disinterest_f5375_3_0","longest_period_of_unenthusiasm_disinterest","5375_3_0","5375","3","0","Psychological"
"number_of_unenthusiasticdisinterested_episodes_f5386_0_0","number_of_unenthusiasticdisinterested_episodes","5386_0_0","5386","0","0","Psychological"
"number_of_unenthusiasticdisinterested_episodes_f5386_1_0","number_of_unenthusiasticdisinterested_episodes","5386_1_0","5386","1","0","Psychological"
"number_of_unenthusiasticdisinterested_episodes_f5386_2_0","number_of_unenthusiasticdisinterested_episodes","5386_2_0","5386","2","0","Psychological"
"number_of_unenthusiasticdisinterested_episodes_f5386_3_0","number_of_unenthusiasticdisinterested_episodes","5386_3_0","5386","3","0","Psychological"
"leg_pain_when_standing_still_or_sitting_f5452_0_0","leg_pain_when_standing_still_or_sitting","5452_0_0","5452","0","0","Medical"
"leg_pain_when_standing_still_or_sitting_f5452_1_0","leg_pain_when_standing_still_or_sitting","5452_1_0","5452","1","0","Medical"
"leg_pain_when_standing_still_or_sitting_f5452_2_0","leg_pain_when_standing_still_or_sitting","5452_2_0","5452","2","0","Medical"
"leg_pain_when_standing_still_or_sitting_f5452_3_0","leg_pain_when_standing_still_or_sitting","5452_3_0","5452","3","0","Medical"
"leg_pain_in_calfcalves_f5463_0_0","leg_pain_in_calfcalves","5463_0_0","5463","0","0","Medical"
"leg_pain_in_calfcalves_f5463_1_0","leg_pain_in_calfcalves","5463_1_0","5463","1","0","Medical"
"leg_pain_in_calfcalves_f5463_2_0","leg_pain_in_calfcalves","5463_2_0","5463","2","0","Medical"
"leg_pain_in_calfcalves_f5463_3_0","leg_pain_in_calfcalves","5463_3_0","5463","3","0","Medical"
"leg_pain_when_walking_uphill_or_hurrying_f5474_0_0","leg_pain_when_walking_uphill_or_hurrying","5474_0_0","5474","0","0","Medical"
"leg_pain_when_walking_uphill_or_hurrying_f5474_1_0","leg_pain_when_walking_uphill_or_hurrying","5474_1_0","5474","1","0","Medical"
"leg_pain_when_walking_uphill_or_hurrying_f5474_2_0","leg_pain_when_walking_uphill_or_hurrying","5474_2_0","5474","2","0","Medical"
"leg_pain_when_walking_uphill_or_hurrying_f5474_3_0","leg_pain_when_walking_uphill_or_hurrying","5474_3_0","5474","3","0","Medical"
"leg_pain_when_walking_normally_f5485_0_0","leg_pain_when_walking_normally","5485_0_0","5485","0","0","Medical"
"leg_pain_when_walking_normally_f5485_1_0","leg_pain_when_walking_normally","5485_1_0","5485","1","0","Medical"
"leg_pain_when_walking_normally_f5485_2_0","leg_pain_when_walking_normally","5485_2_0","5485","2","0","Medical"
"leg_pain_when_walking_normally_f5485_3_0","leg_pain_when_walking_normally","5485_3_0","5485","3","0","Medical"
"leg_pain_when_walking_ever_disappears_while_walking_f5496_0_0","leg_pain_when_walking_ever_disappears_while_walking","5496_0_0","5496","0","0","Medical"
"leg_pain_when_walking_ever_disappears_while_walking_f5496_1_0","leg_pain_when_walking_ever_disappears_while_walking","5496_1_0","5496","1","0","Medical"
"leg_pain_when_walking_ever_disappears_while_walking_f5496_2_0","leg_pain_when_walking_ever_disappears_while_walking","5496_2_0","5496","2","0","Medical"
"leg_pain_when_walking_ever_disappears_while_walking_f5496_3_0","leg_pain_when_walking_ever_disappears_while_walking","5496_3_0","5496","3","0","Medical"
"leg_pain_on_walking_action_taken_f5507_0_0","leg_pain_on_walking_action_taken","5507_0_0","5507","0","0","Medical"
"leg_pain_on_walking_action_taken_f5507_1_0","leg_pain_on_walking_action_taken","5507_1_0","5507","1","0","Medical"
"leg_pain_on_walking_action_taken_f5507_2_0","leg_pain_on_walking_action_taken","5507_2_0","5507","2","0","Medical"
"leg_pain_on_walking_action_taken_f5507_3_0","leg_pain_on_walking_action_taken","5507_3_0","5507","3","0","Medical"
"leg_pain_on_walking_effect_of_standing_still_f5518_0_0","leg_pain_on_walking_effect_of_standing_still","5518_0_0","5518","0","0","Medical"
"leg_pain_on_walking_effect_of_standing_still_f5518_1_0","leg_pain_on_walking_effect_of_standing_still","5518_1_0","5518","1","0","Medical"
"leg_pain_on_walking_effect_of_standing_still_f5518_2_0","leg_pain_on_walking_effect_of_standing_still","5518_2_0","5518","2","0","Medical"
"leg_pain_on_walking_effect_of_standing_still_f5518_3_0","leg_pain_on_walking_effect_of_standing_still","5518_3_0","5518","3","0","Medical"
"surgery_on_leg_arteries_other_than_for_varicose_veins_f5529_0_0","surgery_on_leg_arteries_other_than_for_varicose_veins","5529_0_0","5529","0","0","Medical"
"surgery_on_leg_arteries_other_than_for_varicose_veins_f5529_1_0","surgery_on_leg_arteries_other_than_for_varicose_veins","5529_1_0","5529","1","0","Medical"
"surgery_on_leg_arteries_other_than_for_varicose_veins_f5529_2_0","surgery_on_leg_arteries_other_than_for_varicose_veins","5529_2_0","5529","2","0","Medical"
"surgery_on_leg_arteries_other_than_for_varicose_veins_f5529_3_0","surgery_on_leg_arteries_other_than_for_varicose_veins","5529_3_0","5529","3","0","Medical"
"surgeryamputation_of_toe_or_leg_f5540_0_0","surgeryamputation_of_toe_or_leg","5540_0_0","5540","0","0","Medical"
"surgeryamputation_of_toe_or_leg_f5540_1_0","surgeryamputation_of_toe_or_leg","5540_1_0","5540","1","0","Medical"
"surgeryamputation_of_toe_or_leg_f5540_2_0","surgeryamputation_of_toe_or_leg","5540_2_0","5540","2","0","Medical"
"surgeryamputation_of_toe_or_leg_f5540_3_0","surgeryamputation_of_toe_or_leg","5540_3_0","5540","3","0","Medical"
"length_of_longest_manicirritable_episode_f5663_0_0","length_of_longest_manicirritable_episode","5663_0_0","5663","0","0","Psychological"
"length_of_longest_manicirritable_episode_f5663_1_0","length_of_longest_manicirritable_episode","5663_1_0","5663","1","0","Psychological"
"length_of_longest_manicirritable_episode_f5663_2_0","length_of_longest_manicirritable_episode","5663_2_0","5663","2","0","Psychological"
"length_of_longest_manicirritable_episode_f5663_3_0","length_of_longest_manicirritable_episode","5663_3_0","5663","3","0","Psychological"
"severity_of_manicirritable_episodes_f5674_0_0","severity_of_manicirritable_episodes","5674_0_0","5674","0","0","Psychological"
"severity_of_manicirritable_episodes_f5674_1_0","severity_of_manicirritable_episodes","5674_1_0","5674","1","0","Psychological"
"severity_of_manicirritable_episodes_f5674_2_0","severity_of_manicirritable_episodes","5674_2_0","5674","2","0","Psychological"
"severity_of_manicirritable_episodes_f5674_3_0","severity_of_manicirritable_episodes","5674_3_0","5674","3","0","Psychological"
"previously_smoked_cigarettes_on_mostall_days_f5959_0_0","previously_smoked_cigarettes_on_mostall_days","5959_0_0","5959","0","0","Tobacco Use"
"previously_smoked_cigarettes_on_mostall_days_f5959_1_0","previously_smoked_cigarettes_on_mostall_days","5959_1_0","5959","1","0","Tobacco Use"
"previously_smoked_cigarettes_on_mostall_days_f5959_2_0","previously_smoked_cigarettes_on_mostall_days","5959_2_0","5959","2","0","Tobacco Use"
"previously_smoked_cigarettes_on_mostall_days_f5959_3_0","previously_smoked_cigarettes_on_mostall_days","5959_3_0","5959","3","0","Tobacco Use"
"never_eat_eggs_dairy_wheat_sugar_f6144_0_0","never_eat_eggs_dairy_wheat_sugar","6144_0_0","6144","0","0","Nutrition"
"never_eat_eggs_dairy_wheat_sugar_f6144_0_1","never_eat_eggs_dairy_wheat_sugar","6144_0_1","6144","0","1","Nutrition"
"never_eat_eggs_dairy_wheat_sugar_f6144_0_2","never_eat_eggs_dairy_wheat_sugar","6144_0_2","6144","0","2","Nutrition"
"never_eat_eggs_dairy_wheat_sugar_f6144_0_3","never_eat_eggs_dairy_wheat_sugar","6144_0_3","6144","0","3","Nutrition"
"never_eat_eggs_dairy_wheat_sugar_f6144_1_0","never_eat_eggs_dairy_wheat_sugar","6144_1_0","6144","1","0","Nutrition"
"never_eat_eggs_dairy_wheat_sugar_f6144_1_1","never_eat_eggs_dairy_wheat_sugar","6144_1_1","6144","1","1","Nutrition"
"never_eat_eggs_dairy_wheat_sugar_f6144_1_2","never_eat_eggs_dairy_wheat_sugar","6144_1_2","6144","1","2","Nutrition"
"never_eat_eggs_dairy_wheat_sugar_f6144_1_3","never_eat_eggs_dairy_wheat_sugar","6144_1_3","6144","1","3","Nutrition"
"never_eat_eggs_dairy_wheat_sugar_f6144_2_0","never_eat_eggs_dairy_wheat_sugar","6144_2_0","6144","2","0","Nutrition"
"never_eat_eggs_dairy_wheat_sugar_f6144_2_1","never_eat_eggs_dairy_wheat_sugar","6144_2_1","6144","2","1","Nutrition"
"never_eat_eggs_dairy_wheat_sugar_f6144_2_2","never_eat_eggs_dairy_wheat_sugar","6144_2_2","6144","2","2","Nutrition"
"never_eat_eggs_dairy_wheat_sugar_f6144_2_3","never_eat_eggs_dairy_wheat_sugar","6144_2_3","6144","2","3","Nutrition"
"never_eat_eggs_dairy_wheat_sugar_f6144_3_0","never_eat_eggs_dairy_wheat_sugar","6144_3_0","6144","3","0","Nutrition"
"never_eat_eggs_dairy_wheat_sugar_f6144_3_1","never_eat_eggs_dairy_wheat_sugar","6144_3_1","6144","3","1","Nutrition"
"never_eat_eggs_dairy_wheat_sugar_f6144_3_2","never_eat_eggs_dairy_wheat_sugar","6144_3_2","6144","3","2","Nutrition"
"never_eat_eggs_dairy_wheat_sugar_f6144_3_3","never_eat_eggs_dairy_wheat_sugar","6144_3_3","6144","3","3","Nutrition"
"illness_injury_bereavement_stress_in_last_2_years_f6145_0_0","illness_injury_bereavement_stress_in_last_2_years","6145_0_0","6145","0","0","Psychological"
"illness_injury_bereavement_stress_in_last_2_years_f6145_0_1","illness_injury_bereavement_stress_in_last_2_years","6145_0_1","6145","0","1","Psychological"
"illness_injury_bereavement_stress_in_last_2_years_f6145_0_2","illness_injury_bereavement_stress_in_last_2_years","6145_0_2","6145","0","2","Psychological"
"illness_injury_bereavement_stress_in_last_2_years_f6145_0_3","illness_injury_bereavement_stress_in_last_2_years","6145_0_3","6145","0","3","Psychological"
"illness_injury_bereavement_stress_in_last_2_years_f6145_0_4","illness_injury_bereavement_stress_in_last_2_years","6145_0_4","6145","0","4","Psychological"
"illness_injury_bereavement_stress_in_last_2_years_f6145_0_5","illness_injury_bereavement_stress_in_last_2_years","6145_0_5","6145","0","5","Psychological"
"illness_injury_bereavement_stress_in_last_2_years_f6145_1_0","illness_injury_bereavement_stress_in_last_2_years","6145_1_0","6145","1","0","Psychological"
"illness_injury_bereavement_stress_in_last_2_years_f6145_1_1","illness_injury_bereavement_stress_in_last_2_years","6145_1_1","6145","1","1","Psychological"
"illness_injury_bereavement_stress_in_last_2_years_f6145_1_2","illness_injury_bereavement_stress_in_last_2_years","6145_1_2","6145","1","2","Psychological"
"illness_injury_bereavement_stress_in_last_2_years_f6145_1_3","illness_injury_bereavement_stress_in_last_2_years","6145_1_3","6145","1","3","Psychological"
"illness_injury_bereavement_stress_in_last_2_years_f6145_1_4","illness_injury_bereavement_stress_in_last_2_years","6145_1_4","6145","1","4","Psychological"
"illness_injury_bereavement_stress_in_last_2_years_f6145_1_5","illness_injury_bereavement_stress_in_last_2_years","6145_1_5","6145","1","5","Psychological"
"illness_injury_bereavement_stress_in_last_2_years_f6145_2_0","illness_injury_bereavement_stress_in_last_2_years","6145_2_0","6145","2","0","Psychological"
"illness_injury_bereavement_stress_in_last_2_years_f6145_2_1","illness_injury_bereavement_stress_in_last_2_years","6145_2_1","6145","2","1","Psychological"
"illness_injury_bereavement_stress_in_last_2_years_f6145_2_2","illness_injury_bereavement_stress_in_last_2_years","6145_2_2","6145","2","2","Psychological"
"illness_injury_bereavement_stress_in_last_2_years_f6145_2_3","illness_injury_bereavement_stress_in_last_2_years","6145_2_3","6145","2","3","Psychological"
"illness_injury_bereavement_stress_in_last_2_years_f6145_2_4","illness_injury_bereavement_stress_in_last_2_years","6145_2_4","6145","2","4","Psychological"
"illness_injury_bereavement_stress_in_last_2_years_f6145_2_5","illness_injury_bereavement_stress_in_last_2_years","6145_2_5","6145","2","5","Psychological"
"illness_injury_bereavement_stress_in_last_2_years_f6145_3_0","illness_injury_bereavement_stress_in_last_2_years","6145_3_0","6145","3","0","Psychological"
"illness_injury_bereavement_stress_in_last_2_years_f6145_3_1","illness_injury_bereavement_stress_in_last_2_years","6145_3_1","6145","3","1","Psychological"
"illness_injury_bereavement_stress_in_last_2_years_f6145_3_2","illness_injury_bereavement_stress_in_last_2_years","6145_3_2","6145","3","2","Psychological"
"illness_injury_bereavement_stress_in_last_2_years_f6145_3_3","illness_injury_bereavement_stress_in_last_2_years","6145_3_3","6145","3","3","Psychological"
"illness_injury_bereavement_stress_in_last_2_years_f6145_3_4","illness_injury_bereavement_stress_in_last_2_years","6145_3_4","6145","3","4","Psychological"
"illness_injury_bereavement_stress_in_last_2_years_f6145_3_5","illness_injury_bereavement_stress_in_last_2_years","6145_3_5","6145","3","5","Psychological"
"attendancedisabilitymobility_allowance_f6146_0_0","attendancedisabilitymobility_allowance","6146_0_0","6146","0","0","Medical"
"attendancedisabilitymobility_allowance_f6146_0_1","attendancedisabilitymobility_allowance","6146_0_1","6146","0","1","Medical"
"attendancedisabilitymobility_allowance_f6146_0_2","attendancedisabilitymobility_allowance","6146_0_2","6146","0","2","Medical"
"attendancedisabilitymobility_allowance_f6146_1_0","attendancedisabilitymobility_allowance","6146_1_0","6146","1","0","Medical"
"attendancedisabilitymobility_allowance_f6146_1_1","attendancedisabilitymobility_allowance","6146_1_1","6146","1","1","Medical"
"attendancedisabilitymobility_allowance_f6146_1_2","attendancedisabilitymobility_allowance","6146_1_2","6146","1","2","Medical"
"attendancedisabilitymobility_allowance_f6146_2_0","attendancedisabilitymobility_allowance","6146_2_0","6146","2","0","Medical"
"attendancedisabilitymobility_allowance_f6146_2_1","attendancedisabilitymobility_allowance","6146_2_1","6146","2","1","Medical"
"attendancedisabilitymobility_allowance_f6146_2_2","attendancedisabilitymobility_allowance","6146_2_2","6146","2","2","Medical"
"attendancedisabilitymobility_allowance_f6146_3_0","attendancedisabilitymobility_allowance","6146_3_0","6146","3","0","Medical"
"attendancedisabilitymobility_allowance_f6146_3_1","attendancedisabilitymobility_allowance","6146_3_1","6146","3","1","Medical"
"attendancedisabilitymobility_allowance_f6146_3_2","attendancedisabilitymobility_allowance","6146_3_2","6146","3","2","Medical"
"manichyper_symptoms_f6156_0_0","manichyper_symptoms","6156_0_0","6156","0","0","Psychological"
"manichyper_symptoms_f6156_0_1","manichyper_symptoms","6156_0_1","6156","0","1","Psychological"
"manichyper_symptoms_f6156_0_2","manichyper_symptoms","6156_0_2","6156","0","2","Psychological"
"manichyper_symptoms_f6156_0_3","manichyper_symptoms","6156_0_3","6156","0","3","Psychological"
"manichyper_symptoms_f6156_1_0","manichyper_symptoms","6156_1_0","6156","1","0","Psychological"
"manichyper_symptoms_f6156_1_1","manichyper_symptoms","6156_1_1","6156","1","1","Psychological"
"manichyper_symptoms_f6156_1_2","manichyper_symptoms","6156_1_2","6156","1","2","Psychological"
"manichyper_symptoms_f6156_1_3","manichyper_symptoms","6156_1_3","6156","1","3","Psychological"
"manichyper_symptoms_f6156_2_0","manichyper_symptoms","6156_2_0","6156","2","0","Psychological"
"manichyper_symptoms_f6156_2_1","manichyper_symptoms","6156_2_1","6156","2","1","Psychological"
"manichyper_symptoms_f6156_2_2","manichyper_symptoms","6156_2_2","6156","2","2","Psychological"
"manichyper_symptoms_f6156_2_3","manichyper_symptoms","6156_2_3","6156","2","3","Psychological"
"manichyper_symptoms_f6156_3_0","manichyper_symptoms","6156_3_0","6156","3","0","Psychological"
"manichyper_symptoms_f6156_3_1","manichyper_symptoms","6156_3_1","6156","3","1","Psychological"
"manichyper_symptoms_f6156_3_2","manichyper_symptoms","6156_3_2","6156","3","2","Psychological"
"manichyper_symptoms_f6156_3_3","manichyper_symptoms","6156_3_3","6156","3","3","Psychological"
"why_stopped_smoking_f6157_0_0","why_stopped_smoking","6157_0_0","6157","0","0","Tobacco Use"
"why_stopped_smoking_f6157_0_1","why_stopped_smoking","6157_0_1","6157","0","1","Tobacco Use"
"why_stopped_smoking_f6157_0_2","why_stopped_smoking","6157_0_2","6157","0","2","Tobacco Use"
"why_stopped_smoking_f6157_0_3","why_stopped_smoking","6157_0_3","6157","0","3","Tobacco Use"
"why_stopped_smoking_f6157_1_0","why_stopped_smoking","6157_1_0","6157","1","0","Tobacco Use"
"why_stopped_smoking_f6157_1_1","why_stopped_smoking","6157_1_1","6157","1","1","Tobacco Use"
"why_stopped_smoking_f6157_1_2","why_stopped_smoking","6157_1_2","6157","1","2","Tobacco Use"
